Important Helper,Shift logic,Sell-in price,Category,PCT,BG,PDT,Customer ID,Customer,Anker SKU,202534,202535,202536,202537,202538,202539,202540,202541,202542,202543,202544,202545,202546,202547,202548,202549,202550,202551,202552
56415A2644J21-5,1,50,Charging,US_CH,Mobile Charging IPMT,Charger,56415,CMS(Apple) US,A2644J21-5,$0.00,$0.00,$0.00,$345.00,$330.00,$315.00,$300.00,$270.00,$486.00,$496.80,$270.00,$360.00,$360.00,$360.00,$496.80,$496.80,$468.00,$375.00,$486.00
1855A1667H91,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,1855,CMS(Apple) US,A1667H91,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
1855A1667H91-5,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,1855,CMS(Apple) US,A1667H91-5,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
1473B2639H11-1,2,25.9,Charging,US_CH,Mobile Charging IPMT,Essential,1473,COSTCO,B2639H11-1,$0.00,$0.00,$0.00,"$17,404.80","$6,734.00","$6,449.10","$5,102.30","$5,620.30","$6,138.30","$6,837.60","$6,734.00","$6,164.20","$6,112.40","$6,345.50","$7,070.70","$7,381.50","$22,092.70","$41,414.10","$41,414.10"
1473B25M5J11-1,2,69.5,Charging,US_CH,Mobile Charging IPMT,Wireless,1473,COSTCO,B25M5J11-1,$0.00,$0.00,$0.00,"$51,291.00","$15,776.50",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
1473B1618H11-6,2,34.5,Charging,US_CH,Mobile Charging IPMT,Essential,1473,COSTCO,B1618H11-6,$0.00,$0.00,$0.00,"$6,589.50",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
1473B1618H11-3,2,36.39,Charging,US_CH,Mobile Charging IPMT,Essential,1473,COSTCO,B1618H11-3,$0.00,$0.00,$0.00,"$4,245,985.20",$0.00,"$582,240.00",$0.00,$0.00,"$545,850.00",$0.00,$0.00,$0.00,"$1,637,550.00",$0.00,"$266,374.80",$0.00,$0.00,$0.00,$0.00
1473B2698H21,2,26.69,Charging,US_CH,Mobile Charging IPMT,Charger,1473,COSTCO,B2698H21,$0.00,$0.00,$0.00,"$2,886,523.50",$0.00,"$667,250.00",$0.00,$0.00,"$667,250.00",$0.00,$0.00,"$1,601,400.00",$0.00,$0.00,"$850,076.50",$0.00,$0.00,$0.00,$0.00
56447A1112H11-1,2,14.29,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A1112H11-1,$0.00,$0.00,$0.00,"$85,740.00",$0.00,$0.00,"$85,740.00",$0.00,$0.00,"$47,757.18","$47,757.18","$47,757.18","$48,943.25","$48,943.25","$48,943.25","$48,943.25","$48,943.25","$36,310.89","$36,310.89"
56447A81F6H21-1,2,4.5,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A81F6H21-1,$0.00,$0.00,$0.00,"$40,500.00",$0.00,$0.00,"$40,500.00",$0.00,$0.00,"$14,355.00","$14,355.00","$14,355.00","$14,710.50","$14,710.50","$14,710.50","$14,710.50","$14,710.50","$10,912.50","$10,912.50"
56447A81F6H11-1,2,4.5,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A81F6H11-1,$0.00,$0.00,$0.00,"$54,000.00",$0.00,$0.00,"$40,500.00",$0.00,$0.00,"$14,355.00","$14,355.00","$14,355.00","$14,710.50","$14,710.50","$14,710.50","$14,710.50","$14,710.50","$10,912.50","$10,912.50"
56447A81H6H21-1,2,4.5,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A81H6H21-1,$0.00,$0.00,$0.00,"$40,500.00",$0.00,$0.00,"$40,500.00",$0.00,$0.00,"$17,946.00","$17,946.00","$17,946.00","$18,391.50","$18,391.50","$18,391.50","$18,391.50","$18,391.50","$13,644.00","$13,644.00"
56447A81H6H11-1,2,4.2,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A81H6H11-1,$0.00,$0.00,$0.00,"$37,800.00",$0.00,$0.00,"$37,800.00",$0.00,$0.00,"$13,398.00","$13,398.00","$13,398.00","$13,729.80","$13,729.80","$13,729.80","$13,729.80","$13,729.80","$10,185.00","$10,185.00"
56447A81B6H21-1,2,8.24,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A81B6H21-1,$0.00,$0.00,$0.00,"$74,160.00",$0.00,$0.00,"$74,160.00",$0.00,$0.00,"$27,315.60","$27,315.60","$27,315.60","$27,983.04","$27,983.04","$27,983.04","$27,983.04","$27,983.04","$20,756.56","$20,756.56"
56447A81B6H11-1,2,8.24,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A81B6H11-1,$0.00,$0.00,$0.00,"$74,160.00",$0.00,$0.00,"$74,160.00",$0.00,$0.00,"$27,315.60","$27,315.60","$27,315.60","$27,983.04","$27,983.04","$27,983.04","$27,983.04","$27,983.04","$20,756.56","$20,756.56"
56447A8013H12-1,2,8.24,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A8013H12-1,$0.00,$0.00,$0.00,"$74,160.00",$0.00,$0.00,"$98,880.00",$0.00,$0.00,"$27,315.60","$27,315.60","$27,315.60","$27,983.04","$27,983.04","$27,983.04","$27,983.04","$27,983.04","$20,756.56","$20,756.56"
56447A2732HF1-1,2,13.73,Charging,US_CH,Mobile Charging IPMT,Wireless,56447,"CVS Pharmacy, Inc.",A2732HF1-1,$0.00,$0.00,$0.00,"$164,760.00",$0.00,$0.00,"$82,380.00",$0.00,$0.00,"$46,009.23","$46,009.23","$46,009.23","$47,148.82","$47,148.82","$47,148.82","$47,148.82","$47,148.82","$34,984.04","$34,984.04"
56447A2656J21-1,2,7,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A2656J21-1,$0.00,$0.00,$0.00,"$63,000.00",$0.00,$0.00,"$63,000.00",$0.00,$0.00,"$24,164.00","$24,164.00","$24,164.00","$24,766.00","$24,766.00","$24,766.00","$24,766.00","$24,766.00","$18,368.00","$18,368.00"
56447A2654J21-1,2,5.76,Charging,US_CH,Mobile Charging IPMT,Charger,56447,"CVS Pharmacy, Inc.",A2654J21-1,$0.00,$0.00,$0.00,"$69,120.00",$0.00,$0.00,"$51,840.00",$0.00,$0.00,"$24,606.72","$24,606.72","$24,606.72","$25,217.28","$25,217.28","$25,217.28","$25,217.28","$25,217.28","$18,708.48","$18,708.48"
56447A2326J21-1,2,10,Charging,US_CH,Mobile Charging IPMT,Essential,56447,"CVS Pharmacy, Inc.",A2326J21-1,$0.00,$0.00,$0.00,"$60,000.00",$0.00,$0.00,"$60,000.00",$0.00,$0.00,"$34,520.00","$34,520.00","$34,520.00","$35,380.00","$35,380.00","$35,380.00","$35,380.00","$35,380.00","$26,240.00","$26,240.00"
52659A1667H31,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,52659,Dancom Malaysia,A1667H31,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52659B2657V21,2,12,Charging,US_CH,Mobile Charging IPMT,Charger,52659,Dancom Malaysia,B2657V21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52659A2655V21,2,38,Charging,US_CH,Mobile Charging IPMT,Charger,52659,Dancom Malaysia,A2655V21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52659A1667H21,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,52659,Dancom Malaysia,A1667H21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52659Y1812HA1,2,48.8,Charging,US_CH,Mobile Charging IPMT,Wireless,52659,Dancom Malaysia,Y1812HA1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52659A1667H91,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,52659,Dancom Malaysia,A1667H91,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52388B2643J11-1,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Charger,52388,Ice Mobility,B2643J11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52388B25M1111-1,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Wireless,52388,Ice Mobility,B25M1111-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52388B25M1121,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Wireless,52388,Ice Mobility,B25M1121,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
2051A2340111,2,64,Charging,US_CH,Mobile Charging IPMT,Charger,2051,InMotion,A2340111,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
2051B2557J11-1,2,52.8,Charging,US_CH,Mobile Charging IPMT,Wireless,2051,InMotion,B2557J11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,161.60","$1,161.60","$1,161.60","$1,161.60","$1,161.60","$1,161.60","$1,161.60","$1,161.60"
2051A1339111-1,2,47.99,Charging,US_CH,Mobile Charging IPMT,Battery,2051,InMotion,A1339111-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,247.74","$1,247.74","$1,247.74","$1,247.74","$1,247.74","$1,247.74","$1,247.74","$1,247.74"
2051A1636H11-1,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Battery,2051,InMotion,A1636H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
2051A1289011,2,80,Charging,US_CH,Mobile Charging IPMT,Battery,2051,InMotion,A1289011,$0.00,$0.00,$0.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00
2051A1379H11-1,2,53.99,Charging,US_CH,Mobile Charging IPMT,Battery,2051,InMotion,A1379H11-1,$0.00,$0.00,$0.00,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99,$80.99
2051A2688141,2,42.5,Charging,US_CH,Mobile Charging IPMT,Charger,2051,InMotion,A2688141,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,700.00","$1,700.00","$1,700.00","$1,700.00","$1,700.00","$1,700.00","$1,700.00","$1,700.00"
2051A1695H11,2,67.5,Charging,US_CH,Mobile Charging IPMT,Essential,2051,InMotion,A1695H11,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$675.00,$675.00,$675.00,$675.00,$675.00,$675.00,$675.00,$675.00
2051B25M8J11-1,2,54.99,Charging,US_CH,Mobile Charging IPMT,Wireless,2051,InMotion,B25M8J11-1,$0.00,$0.00,$0.00,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82,$989.82
52657A1667Z21,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,52657,Intcome CL,A1667Z21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52657A1667Z31,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,52657,Intcome CL,A1667Z31,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52657A1667Z91,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,52657,Intcome CL,A1667Z91,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52744B2657E21,2,12,Charging,US_CH,Mobile Charging IPMT,Charger,52744,Koan Company Ltd.,B2657E21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52744A1667Z21,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,52744,Koan Company Ltd.,A1667Z21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52744A1667Z31,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,52744,Koan Company Ltd.,A1667Z31,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52744A1667Z91,2,26,Charging,US_CH,Mobile Charging IPMT,Battery,52744,Koan Company Ltd.,A1667Z91,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52304A2326J21-1,2,7.85,Charging,US_CH,Mobile Charging IPMT,Essential,52304,Love's,A2326J21-1,$0.00,$0.00,$0.00,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60,$125.60
52304B2326J21-1,2,10,Charging,US_CH,Mobile Charging IPMT,Essential,52304,Love's,B2326J21-1,$0.00,$0.00,$0.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00,$120.00
52304A2674J11-1,2,14,Charging,US_CH,Mobile Charging IPMT,Essential,52304,Love's,A2674J11-1,$0.00,$0.00,$0.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00,$168.00
52304B2548JF1-1,2,10.75,Charging,US_CH,Mobile Charging IPMT,Wireless,52304,Love's,B2548JF1-1,$0.00,$0.00,$0.00,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75,$268.75
52304A2732HF1-1,2,7.55,Charging,US_CH,Mobile Charging IPMT,Wireless,52304,Love's,A2732HF1-1,$0.00,$0.00,$0.00,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35,$128.35
52304A2736H11-1,2,10.52,Charging,US_CH,Mobile Charging IPMT,Wireless,52304,Love's,A2736H11-1,$0.00,$0.00,$0.00,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60,$841.60
52304B2736H11-1,2,11.26,Charging,US_CH,Mobile Charging IPMT,Wireless,52304,Love's,B2736H11-1,$0.00,$0.00,$0.00,"$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90","$1,294.90"
52304A81B6H21-1,2,6.35,Charging,US_CH,Mobile Charging IPMT,Essential,52304,Love's,A81B6H21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52304A81F6H21-1,2,3.15,Charging,US_CH,Mobile Charging IPMT,Essential,52304,Love's,A81F6H21-1,$0.00,$0.00,$0.00,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90,$18.90
52304A1653H11-1,2,15.89,Charging,US_CH,Mobile Charging IPMT,Essential,52304,Love's,A1653H11-1,$0.00,$0.00,$0.00,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15,$556.15
52304A1636H11-1,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Battery,52304,Love's,A1636H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
52304A1618H11-1,2,17.2,Charging,US_CH,Mobile Charging IPMT,Essential,52304,Love's,A1618H11-1,$0.00,$0.00,$0.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00,$258.00
52304A1388H11-1,2,14.4,Charging,US_CH,Mobile Charging IPMT,Essential,52304,Love's,A1388H11-1,$0.00,$0.00,$0.00,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80,$172.80
52304A2337J21-1,2,12.5,Charging,US_CH,Mobile Charging IPMT,Charger,52304,Love's,A2337J21-1,$0.00,$0.00,$0.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00,$375.00
52208A1112H11-1,2,11,Charging,US_CH,Mobile Charging IPMT,Essential,52208,"Lynco Distribution, Inc",A1112H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$385.00,$385.00,$385.00,$385.00,$385.00,$385.00,$385.00,$385.00,$385.00,$385.00,$385.00,$385.00
52208B2736H11-1,2,11.96,Charging,US_CH,Mobile Charging IPMT,Wireless,52208,"Lynco Distribution, Inc",B2736H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$717.60,$717.60,$717.60,$717.60,$717.60,$717.60,$717.60,$717.60,$717.60,$717.60,$717.60,$717.60
52208B2736H12-1,2,15.3,Charging,US_CH,Mobile Charging IPMT,Wireless,52208,"Lynco Distribution, Inc",B2736H12-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$826.20,$826.20,$826.20,$826.20,$826.20,$826.20,$826.20,$826.20,$826.20,$826.20,$826.20,$826.20
52208A2732HF1-1,2,8,Charging,US_CH,Mobile Charging IPMT,Wireless,52208,"Lynco Distribution, Inc",A2732HF1-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00,$400.00
52208A8013H21-1,2,6.75,Charging,US_CH,Mobile Charging IPMT,Essential,52208,"Lynco Distribution, Inc",A8013H21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$249.75,$249.75,$249.75,$249.75,$249.75,$249.75,$249.75,$249.75,$249.75,$249.75,$249.75,$249.75
52208A81H6H11-1,2,3,Charging,US_CH,Mobile Charging IPMT,Essential,52208,"Lynco Distribution, Inc",A81H6H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$162.00,$162.00,$162.00,$162.00,$162.00,$162.00,$162.00,$162.00,$162.00,$162.00,$162.00,$162.00
52208A81B6H21-1,2,6.15,Charging,US_CH,Mobile Charging IPMT,Essential,52208,"Lynco Distribution, Inc",A81B6H21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$258.30,$258.30,$258.30,$258.30,$258.30,$258.30,$258.30,$258.30,$258.30,$258.30,$258.30,$258.30
52208A81F6H21-1,2,3.25,Charging,US_CH,Mobile Charging IPMT,Essential,52208,"Lynco Distribution, Inc",A81F6H21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$110.50,$110.50,$110.50,$110.50,$110.50,$110.50,$110.50,$110.50,$110.50,$110.50,$110.50,$110.50
724A2628JD2-1,2,13.5,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A2628JD2-1,$0.00,$0.00,$0.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00,$513.00
724B2524J11-1,2,18,Charging,US_CH,Mobile Charging IPMT,Wireless,724,MicroCenter,B2524J11-1,$0.00,$0.00,$0.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00,$414.00
724B2023J21-1,2,16,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,B2023J21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
724A1112H11-1,2,14.29,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A1112H11-1,$0.00,$0.00,$0.00,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89,$585.89
724B2634J22-1,2,20,Charging,US_CH,Mobile Charging IPMT,Charger,724,MicroCenter,B2634J22-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
724A2639J21-1,2,9,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A2639J21-1,$0.00,$0.00,$0.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00,$297.00
724A81F6H11-1,2,3,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A81F6H11-1,$0.00,$0.00,$0.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00,$447.00
724A2727H41-1,2,8.75,Charging,US_CH,Mobile Charging IPMT,Wireless,724,MicroCenter,A2727H41-1,$0.00,$0.00,$0.00,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50,$262.50
724A8194H21-1,2,12.5,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A8194H21-1,$0.00,$0.00,$0.00,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50,$237.50
724A2058J11,2,9,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A2058J11,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
724A8327H11-1,2,22.5,Charging,US_CH,Mobile Charging IPMT,Data New Accessories,724,MicroCenter,A8327H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
724A2038J21-1,2,17.99,Charging,US_CH,Mobile Charging IPMT,Charger,724,MicroCenter,A2038J21-1,$0.00,$0.00,$0.00,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92,$143.92
724A1363H11-1,2,23,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A1363H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
724A1367H11-1,2,26.74,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A1367H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$615.02,$615.02,$615.02,$615.02,$615.02,$615.02,$615.02,$615.02,$615.02
724A2732HF1-1,2,10,Charging,US_CH,Mobile Charging IPMT,Wireless,724,MicroCenter,A2732HF1-1,$0.00,$0.00,$0.00,"$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00","$1,190.00"
724A1248H11-1,2,21.69,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A1248H11-1,$0.00,$0.00,$0.00,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39,$672.39
724B2519JF1,2,17.99,Charging,US_CH,Mobile Charging IPMT,Wireless,724,MicroCenter,B2519JF1,$0.00,$0.00,$0.00,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81,$341.81
724A8193H21-1,2,10.99,Charging,US_CH,Mobile Charging IPMT,Essential,724,MicroCenter,A8193H21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
724A1289011,2,72.04,Charging,US_CH,Mobile Charging IPMT,Battery,724,MicroCenter,A1289011,$0.00,$0.00,$0.00,"$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20","$2,161.20"
